Reference area,Domain,TIME_PERIOD,mean_normalized_measure
Finland,Safety,2006,0.8485
Finland,Safety,2007,0.9487
Finland,Safety,2008,0.8266
Finland,Safety,2009,0.9455
Finland,Safety,2010,0.8359
Finland,Safety,2011,0.8246
Finland,Safety,2012,0.798
Finland,Safety,2013,0.8271
Finland,Safety,2014,0.8254
Finland,Safety,2015,0.808
Finland,Safety,2016,0.8104
Finland,Safety,2017,0.8523
Finland,Safety,2018,0.8521
Finland,Safety,2019,0.8591
Finland,Safety,2020,0.8597
Finland,Safety,2021,0.86
Finland,Safety,2022,0.8513
Finland,Safety,2023,0.852
Finland,Social connections,2006,0.9349
Finland,Social connections,2007,0.9179999999999999
Finland,Social connections,2008,0.9011
Finland,Social connections,2009,0.346
Finland,Social connections,2010,0.8881
Finland,Social connections,2011,0.8817
Finland,Social connections,2012,0.8746
Finland,Social connections,2013,0.8342
Finland,Social connections,2014,0.9044
Finland,Social connections,2015,0.8968
Finland,Social connections,2016,0.8968
Finland,Social connections,2017,0.9095
Finland,Social connections,2018,0.8575
Finland,Social connections,2019,0.8945
Finland,Social connections,2020,0.9055
Finland,Social connections,2021,0.9055
Finland,Social connections,2022,0.7719
Finland,Social connections,2023,0.9003
Finland,Subjective well-being,2006,0.8193
Finland,Subjective well-being,2007,0.80705
Finland,Subjective well-being,2008,0.7948
Finland,Subjective well-being,2009,0.76885
Finland,Subjective well-being,2010,0.7429
Finland,Subjective well-being,2011,0.7116
Finland,Subjective well-being,2012,0.7116
Finland,Subjective well-being,2013,0.808
Finland,Subjective well-being,2014,0.7885
Finland,Subjective well-being,2015,0.7885
Finland,Subjective well-being,2016,0.7885
Finland,Subjective well-being,2017,0.7934
Finland,Subjective well-being,2018,0.8301
Finland,Subjective well-being,2019,0.7793
Finland,Subjective well-being,2020,0.7773
Finland,Subjective well-being,2021,0.806
Finland,Subjective well-being,2022,0.7924
Finland,Subjective well-being,2023,0.7741
Finland,Work and job quality,2006,0.7456
Finland,Work and job quality,2007,0.7859
Finland,Work and job quality,2008,0.7964
Finland,Work and job quality,2009,0.7949
Finland,Work and job quality,2010,0.6889
Finland,Work and job quality,2011,0.8059
Finland,Work and job quality,2012,0.8129
Finland,Work and job quality,2013,0.8283
Finland,Work and job quality,2014,0.821
Finland,Work and job quality,2015,0.6854
Finland,Work and job quality,2016,0.7993
Finland,Work and job quality,2017,0.7468
Finland,Work and job quality,2018,0.8094
Finland,Work and job quality,2019,0.774
Finland,Work and job quality,2020,0.7946
Finland,Work and job quality,2021,0.7951
Finland,Work and job quality,2022,0.7708
Finland,Work and job quality,2023,0.7824
Finland,Work-life balance,2006,0.3898
Finland,Work-life balance,2007,0.3898
Finland,Work-life balance,2008,0.3898
Finland,Work-life balance,2009,0.3898
Finland,Work-life balance,2010,0.403325
Finland,Work-life balance,2011,0.41685
Finland,Work-life balance,2012,0.430375
Finland,Work-life balance,2013,0.4439
Finland,Work-life balance,2014,0.44212
Finland,Work-life balance,2015,0.44034
Finland,Work-life balance,2016,0.43856
Finland,Work-life balance,2017,0.43678
Finland,Work-life balance,2018,0.435
Finland,Work-life balance,2019,0.4299
Finland,Work-life balance,2020,0.4248
Finland,Work-life balance,2021,0.4197
Finland,Work-life balance,2022,0.4146
Finland,Work-life balance,2023,0.4146
France,Civic engagement,2006,0.8708
France,Civic engagement,2007,0.8708
France,Civic engagement,2008,0.8697400000000001
France,Civic engagement,2009,0.86868
France,Civic engagement,2010,0.8676200000000001
France,Civic engagement,2011,0.86656
France,Civic engagement,2012,0.8655
France,Civic engagement,2013,0.8362200000000001
France,Civic engagement,2014,0.80694
France,Civic engagement,2015,0.77766
France,Civic engagement,2016,0.7483799999999999
France,Civic engagement,2017,0.7191
France,Civic engagement,2018,0.6147
France,Civic engagement,2019,0.5103
France,Civic engagement,2020,0.4059
France,Civic engagement,2021,0.3015
France,Civic engagement,2022,0.7355
France,Civic engagement,2023,0.3184
France,Environmental quality,2006,0.9587
France,Environmental quality,2007,0.971
France,Environmental quality,2008,0.9732
France,Environmental quality,2009,0.9722
France,Environmental quality,2010,0.9854
France,Environmental quality,2011,0.9835
France,Environmental quality,2012,0.8013
France,Environmental quality,2013,0.9912
France,Environmental quality,2014,0.9917
France,Environmental quality,2015,0.9909
France,Environmental quality,2016,0.9958
France,Environmental quality,2017,0.9961
France,Environmental quality,2018,0.8022
France,Environmental quality,2019,0.9779
France,Environmental quality,2020,0.9966
France,Environmental quality,2021,0.9996
France,Environmental quality,2022,0.7982
France,Environmental quality,2023,0.9758
France,Health,2006,0.6663
France,Health,2007,0.6809
France,Health,2008,0.6602
France,Health,2009,0.6528
France,Health,2010,0.6443
France,Health,2011,0.6578
France,Health,2012,0.6541
France,Health,2013,0.6532
France,Health,2014,0.5704
France,Health,2015,0.6486
France,Health,2016,0.6501
France,Health,2017,0.6413
France,Health,2018,0.6473
France,Health,2019,0.6384
France,Health,2020,0.6578
France,Health,2021,0.6506
France,Health,2022,0.6295
France,Health,2023,0.6335
France,Housing,2006,0.3632
France,Housing,2007,0.4271
France,Housing,2008,0.4516
France,Housing,2009,0.4737
France,Housing,2010,0.5727
France,Housing,2011,0.574
France,Housing,2012,0.589
France,Housing,2013,0.5906
France,Housing,2014,0.5699
France,Housing,2015,0.4444
France,Housing,2016,0.445
France,Housing,2017,0.4405
France,Housing,2018,0.4323
France,Housing,2019,0.4467
France,Housing,2020,0.4188
France,Housing,2021,0.544
France,Housing,2022,0.523
France,Housing,2023,0.5827
France,Income and wealth,2006,0.445
France,Income and wealth,2007,0.4494
France,Income and wealth,2008,0.4416
France,Income and wealth,2009,0.5492
France,Income and wealth,2010,0.4945
France,Income and wealth,2011,0.4711
France,Income and wealth,2012,0.4539
France,Income and wealth,2013,0.444
France,Income and wealth,2014,0.4247
France,Income and wealth,2015,0.4409
France,Income and wealth,2016,0.4318
France,Income and wealth,2017,0.4167
France,Income and wealth,2018,0.4056
France,Income and wealth,2019,0.3999
France,Income and wealth,2020,0.2456
France,Income and wealth,2021,0.2561
France,Income and wealth,2022,0.4421
France,Income and wealth,2023,0.5666
France,Knowledge and skills,2006,0.6384
France,Knowledge and skills,2007,0.6465
France,Knowledge and skills,2008,0.6546
France,Knowledge and skills,2009,0.6627
France,Knowledge and skills,2010,0.5967333333333333
France,Knowledge and skills,2011,0.5307666666666666
France,Knowledge and skills,2012,0.4648
France,Knowledge and skills,2013,0.5401333333333334
France,Knowledge and skills,2014,0.6154666666666666
France,Knowledge and skills,2015,0.6908
France,Knowledge and skills,2016,0.6780666666666666
France,Knowledge and skills,2017,0.6653333333333333
France,Knowledge and skills,2018,0.6526
France,Knowledge and skills,2019,0.6356499999999999
France,Knowledge and skills,2020,0.6187
France,Knowledge and skills,2021,0.60175
France,Knowledge and skills,2022,0.5848
France,Knowledge and skills,2023,0.5848
France,Safety,2006,0.7534
France,Safety,2007,0.76
France,Safety,2008,0.7184
France,Safety,2009,0.6976
France,Safety,2010,0.6597
France,Safety,2011,0.6416
France,Safety,2012,0.6211
France,Safety,2013,0.646
France,Safety,2014,0.6321
France,Safety,2015,0.6222
France,Safety,2016,0.6232
France,Safety,2017,0.6878
France,Safety,2018,0.6886
France,Safety,2019,0.6996
France,Safety,2020,0.7169
France,Safety,2021,0.6713
France,Safety,2022,0.6804
France,Safety,2023,0.6797
France,Social connections,2006,0.8846
France,Social connections,2007,0.8892
France,Social connections,2008,0.8612
France,Social connections,2009,0.7307
France,Social connections,2010,0.8328
France,Social connections,2011,0.8242
France,Social connections,2012,0.8175
France,Social connections,2013,0.7248
France,Social connections,2014,0.762
France,Social connections,2015,0.7556
France,Social connections,2016,0.7556
France,Social connections,2017,0.8014
France,Social connections,2018,0.7271
France,Social connections,2019,0.779
France,Social connections,2020,0.7728
France,Social connections,2021,0.7728
France,Social connections,2022,0.6155
France,Social connections,2023,0.7025
France,Subjective well-being,2006,0.6212
France,Subjective well-being,2007,0.5877
France,Subjective well-being,2008,0.5063
France,Subjective well-being,2009,0.5348
France,Subjective well-being,2010,0.5637
France,Subjective well-being,2011,0.5867
France,Subjective well-being,2012,0.5867
France,Subjective well-being,2013,0.6434
France,Subjective well-being,2014,0.6679
France,Subjective well-being,2015,0.6679
France,Subjective well-being,2016,0.6679
France,Subjective well-being,2017,0.6885
France,Subjective well-being,2018,0.6965
France,Subjective well-being,2019,0.6739
France,Subjective well-being,2020,0.6768
France,Subjective well-being,2021,0.6333
France,Subjective well-being,2022,0.645
France,Subjective well-being,2023,0.6442
France,Work and job quality,2006,0.6858
France,Work and job quality,2007,0.7645
France,Work and job quality,2008,0.7636
France,Work and job quality,2009,0.76
France,Work and job quality,2010,0.6967
France,Work and job quality,2011,0.7823
France,Work and job quality,2012,0.7867
France,Work and job quality,2013,0.754
France,Work and job quality,2014,0.772
France,Work and job quality,2015,0.6995
France,Work and job quality,2016,0.7848
France,Work and job quality,2017,0.7386
France,Work and job quality,2018,0.6941
France,Work and job quality,2019,0.6951
France,Work and job quality,2020,0.7028
France,Work and job quality,2021,0.7631
France,Work and job quality,2022,0.7223
France,Work and job quality,2023,0.6815
France,Work-life balance,2006,0.5503
France,Work-life balance,2007,0.5503
France,Work-life balance,2008,0.5503
France,Work-life balance,2009,0.5503
France,Work-life balance,2010,0.5282250000000001
France,Work-life balance,2011,0.50615
France,Work-life balance,2012,0.48407500000000003
France,Work-life balance,2013,0.462
France,Work-life balance,2014,0.45418000000000003
France,Work-life balance,2015,0.44636000000000003
France,Work-life balance,2016,0.43854
France,Work-life balance,2017,0.43072
France,Work-life balance,2018,0.4229
France,Work-life balance,2019,0.424725
France,Work-life balance,2020,0.42655
France,Work-life balance,2021,0.428375
France,Work-life balance,2022,0.4302
France,Work-life balance,2023,0.4302
Germany,Civic engagement,2006,0.5448
Germany,Civic engagement,2007,0.5448
Germany,Civic engagement,2008,0.5448
Germany,Civic engagement,2009,0.5448
Germany,Civic engagement,2010,0.56175
Germany,Civic engagement,2011,0.5787
Germany,Civic engagement,2012,0.59565
Germany,Civic engagement,2013,0.6126
Germany,Civic engagement,2014,0.6728000000000001
Germany,Civic engagement,2015,0.7330000000000001
Germany,Civic engagement,2016,0.7932
Germany,Civic engagement,2017,0.8534
Germany,Civic engagement,2018,0.8347
Germany,Civic engagement,2019,0.8160000000000001
Germany,Civic engagement,2020,0.7973
Germany,Civic engagement,2021,0.7786
Germany,Civic engagement,2022,0.5878
Germany,Civic engagement,2023,0.397
Germany,Environmental quality,2006,0.9977
Germany,Environmental quality,2007,0.9982
Germany,Environmental quality,2008,0.9985
Germany,Environmental quality,2009,0.9986
Germany,Environmental quality,2010,0.9992
Germany,Environmental quality,2011,0.9991
Germany,Environmental quality,2012,0.8415
Germany,Environmental quality,2013,0.9995
Germany,Environmental quality,2014,0.9996
Germany,Environmental quality,2015,0.9996
Germany,Environmental quality,2016,0.9998
Germany,Environmental quality,2017,0.9998
Germany,Environmental quality,2018,0.8381
Germany,Environmental quality,2019,0.9997
Germany,Environmental quality,2020,0.9998
Germany,Environmental quality,2021,1.0
Germany,Environmental quality,2022,1.0
Germany,Environmental quality,2023,1.0
Germany,Health,2006,0.6138
Germany,Health,2007,0.6196
Germany,Health,2008,0.6289
Germany,Health,2009,0.6202
Germany,Health,2010,0.621
Germany,Health,2011,0.6301
Germany,Health,2012,0.6335
Germany,Health,2013,0.6268
Germany,Health,2014,0.5739
Germany,Health,2015,0.6239
Germany,Health,2016,0.6325
Germany,Health,2017,0.6196
Germany,Health,2018,0.6209
Germany,Health,2019,0.5916
Germany,Health,2020,0.6616
Germany,Health,2021,0.6585
Germany,Health,2022,0.6252
Germany,Health,2023,0.598
Germany,Housing,2006,0.3791
Germany,Housing,2007,0.4473
Germany,Housing,2008,0.4537
Germany,Housing,2009,0.4899
Germany,Housing,2010,0.5255
Germany,Housing,2011,0.5253
Germany,Housing,2012,0.5132
Germany,Housing,2013,0.5458
Germany,Housing,2014,0.5054
Germany,Housing,2015,0.435
Germany,Housing,2016,0.4245
Germany,Housing,2017,0.4343
Germany,Housing,2018,0.4189
Germany,Housing,2019,0.4278
Germany,Housing,2020,0.5394
Germany,Housing,2021,0.464
Germany,Housing,2022,0.488
Germany,Housing,2023,0.5628
Germany,Income and wealth,2006,0.3993
Germany,Income and wealth,2007,0.373
Germany,Income and wealth,2008,0.3011
Germany,Income and wealth,2009,0.397
Germany,Income and wealth,2010,0.398
Germany,Income and wealth,2011,0.3241
Germany,Income and wealth,2012,0.2696
Germany,Income and wealth,2013,0.2881
Germany,Income and wealth,2014,0.3571
Germany,Income and wealth,2015,0.2957
Germany,Income and wealth,2016,0.2977
Germany,Income and wealth,2017,0.3682
Germany,Income and wealth,2018,0.2675
Germany,Income and wealth,2019,0.3063
Germany,Income and wealth,2020,0.3046
Germany,Income and wealth,2021,0.3283
Germany,Income and wealth,2022,0.3675
Germany,Income and wealth,2023,0.4897
Germany,Knowledge and skills,2006,0.7068
Germany,Knowledge and skills,2007,0.7205333333333334
Germany,Knowledge and skills,2008,0.7342666666666666
Germany,Knowledge and skills,2009,0.748
Germany,Knowledge and skills,2010,0.7010333333333333
Germany,Knowledge and skills,2011,0.6540666666666667
Germany,Knowledge and skills,2012,0.6071
Germany,Knowledge and skills,2013,0.6565
Germany,Knowledge and skills,2014,0.7059
Germany,Knowledge and skills,2015,0.7553
Germany,Knowledge and skills,2016,0.7406333333333334
Germany,Knowledge and skills,2017,0.7259666666666666
Germany,Knowledge and skills,2018,0.7113
Germany,Knowledge and skills,2019,0.685875
Germany,Knowledge and skills,2020,0.66045
Germany,Knowledge and skills,2021,0.6350250000000001
Germany,Knowledge and skills,2022,0.6096
Germany,Knowledge and skills,2023,0.6096
Germany,Safety,2006,0.7894
Germany,Safety,2007,0.7718
Germany,Safety,2008,0.7612
Germany,Safety,2009,0.7715
Germany,Safety,2010,0.7616
Germany,Safety,2011,0.7648
Germany,Safety,2012,0.7394
Germany,Safety,2013,0.7677
Germany,Safety,2014,0.7045
Germany,Safety,2015,0.6932
Germany,Safety,2016,0.696
Germany,Safety,2017,0.6844
Germany,Safety,2018,0.6838
Germany,Safety,2019,0.6888
Germany,Safety,2020,0.7052
Germany,Safety,2021,0.6603
Germany,Safety,2022,0.6977
Germany,Safety,2023,0.6884
Germany,Social connections,2006,0.8922
Germany,Social connections,2007,0.883
Germany,Social connections,2008,0.856
Germany,Social connections,2009,0.8584
Germany,Social connections,2010,0.8501
Germany,Social connections,2011,0.8525
Germany,Social connections,2012,0.8
Germany,Social connections,2013,0.6608
Germany,Social connections,2014,0.8201
Germany,Social connections,2015,0.8132
Germany,Social connections,2016,0.8132
Germany,Social connections,2017,0.7658
Germany,Social connections,2018,0.6517
Germany,Social connections,2019,0.728
Germany,Social connections,2020,0.7163
Germany,Social connections,2021,0.7163
Germany,Social connections,2022,0.6688
Germany,Social connections,2023,0.7341
Germany,Subjective well-being,2006,0.7294
Germany,Subjective well-being,2007,0.6779
Germany,Subjective well-being,2008,0.6733
Germany,Subjective well-being,2009,0.691
Germany,Subjective well-being,2010,0.7037
Germany,Subjective well-being,2011,0.705
Germany,Subjective well-being,2012,0.705
Germany,Subjective well-being,2013,0.7032
Germany,Subjective well-being,2014,0.7347
Germany,Subjective well-being,2015,0.7347
Germany,Subjective well-being,2016,0.7347
Germany,Subjective well-being,2017,0.7536
Germany,Subjective well-being,2018,0.7148
Germany,Subjective well-being,2019,0.753
Germany,Subjective well-being,2020,0.7515
Germany,Subjective well-being,2021,0.6837
Germany,Subjective well-being,2022,0.5603
Germany,Subjective well-being,2023,0.6779
Germany,Work and job quality,2006,0.702
Germany,Work and job quality,2007,0.7123
Germany,Work and job quality,2008,0.7281
Germany,Work and job quality,2009,0.7625
Germany,Work and job quality,2010,0.7053
Germany,Work and job quality,2011,0.808
Germany,Work and job quality,2012,0.8258
Germany,Work and job quality,2013,0.7634
Germany,Work and job quality,2014,0.8439
Germany,Work and job quality,2015,0.7444
Germany,Work and job quality,2016,0.8406
Germany,Work and job quality,2017,0.8226
Germany,Work and job quality,2018,0.7708
Germany,Work and job quality,2019,0.8342
Germany,Work and job quality,2020,0.8221
Germany,Work and job quality,2021,0.8411
Germany,Work and job quality,2022,0.819
Germany,Work and job quality,2023,0.7616
Germany,Work-life balance,2006,0.4749
Germany,Work-life balance,2007,0.4749
Germany,Work-life balance,2008,0.4749
Germany,Work-life balance,2009,0.4749
Germany,Work-life balance,2010,0.4749
Germany,Work-life balance,2011,0.4749
Germany,Work-life balance,2012,0.4749
Germany,Work-life balance,2013,0.5556
Germany,Work-life balance,2014,0.54458
Germany,Work-life balance,2015,0.5335599999999999
Germany,Work-life balance,2016,0.52254
Germany,Work-life balance,2017,0.51152
Germany,Work-life balance,2018,0.5005
Germany,Work-life balance,2019,0.48532499999999995
Germany,Work-life balance,2020,0.47014999999999996
Germany,Work-life balance,2021,0.454975
Germany,Work-life balance,2022,0.4398
Germany,Work-life balance,2023,0.4398
Greece,Civic engagement,2006,0.6671
Greece,Civic engagement,2007,0.6671
Greece,Civic engagement,2008,0.60755
Greece,Civic engagement,2009,0.548
Greece,Civic engagement,2010,0.5268666666666667
Greece,Civic engagement,2011,0.5057333333333334
Greece,Civic engagement,2012,0.4846
